,Model Name,Dataset,Subset ID,Is Filtered,Sensitive Feature,ndcg@5,recall@5,mrr@5,Differential Fairness of sensitive attribute,giniindex@5,popularitypercentage@5,Value Unfairness of sensitive attribute,Absolute Unfairness of sensitive attribute,Underestimation Unfairness of sensitive attribute,Overestimation Unfairness of sensitive attribute,NonParity Unfairness of sensitive attribute,Absolute Difference,KS Statistic of sensitive attribute,Generalized Cross Entropy,hit@5,Number of Users,Number of Items,Number of Ratings,Space Size,Shape,Density,Rating per User,Rating per Item,Gini Item,Gini User,Average Popularity,Standart Deviation of Popularity Bias,Skewness of Popularity Bias,Kurtosis of Popularity Bias,Average Long Tail Items,Standart Deviation of Long Tail Items,Skewness of Long Tail Items,Kurtosis of Long Tail Items,Mean Rating,Standart Deviation of Rating,Skewness of Rating,Kurtosis of Rating,Sensitive Attribute == 0 Percentage,Sensitive Attribute == 1 Percentage,Difference between Sensitive Attribute Percentage
445,FairGo_PMF,ml1m,56,Yes,Gender,0.047,0.051,0.073,3.26,0.886,0.189,0.375,0.301,0.161,0.214,0.006,0.006,0.024,-0.149,0.136,1543,1613,87044,2488859,0.957,0.035,56.412,53.964,0.621,0.528,0.129,0.047,0.372,0.396,0.225,0.132,2.288,7.583,3.586,1.121,-0.562,-0.348,20.87,79.13,58.26
446,NFCF,ml1m,56,Yes,Gender,0.115,0.13,0.152,3.195,0.954,0.503,0.329,0.274,0.04,0.288,0.009,0.009,0.038,-0.15,0.288,1543,1613,87044,2488859,0.957,0.035,56.412,53.964,0.621,0.528,0.129,0.047,0.372,0.396,0.225,0.132,2.288,7.583,3.586,1.121,-0.562,-0.348,20.87,79.13,58.26
447,PFCN_MLP,ml1m,56,Yes,Gender,0.23,0.234,0.321,3.053,0.968,0.98,0.281,0.221,0.052,0.229,0.003,0.003,0.021,-0.154,0.496,1543,1613,87044,2488859,0.957,0.035,56.412,53.964,0.621,0.528,0.129,0.047,0.372,0.396,0.225,0.132,2.288,7.583,3.586,1.121,-0.562,-0.348,20.87,79.13,58.26
448,FOCF,ml1m,57,Yes,Age,0.249,0.256,0.333,2.513,0.966,0.995,0.241,0.17,0.174,0.066,0.015,0.015,0.058,-0.199,0.52,1891,1633,105012,3088003,1.158,0.034,55.533,64.306,0.624,0.544,0.12,0.04,0.281,0.274,0.234,0.141,1.933,5.185,3.587,1.113,-0.544,-0.352,22.0,78.0,56.0
449,FairGo_PMF,ml1m,57,Yes,Age,0.039,0.05,0.051,3.264,0.874,0.125,0.377,0.3,0.162,0.215,0.007,0.007,0.014,-0.183,0.099,1891,1633,105012,3088003,1.158,0.034,55.533,64.306,0.624,0.544,0.12,0.04,0.281,0.274,0.234,0.141,1.933,5.185,3.587,1.113,-0.544,-0.352,22.0,78.0,56.0
450,NFCF,ml1m,57,Yes,Age,0.104,0.131,0.132,3.203,0.953,0.434,0.309,0.262,0.039,0.27,0.029,0.029,0.104,-0.197,0.272,1891,1633,105012,3088003,1.158,0.034,55.533,64.306,0.624,0.544,0.12,0.04,0.281,0.274,0.234,0.141,1.933,5.185,3.587,1.113,-0.544,-0.352,22.0,78.0,56.0
451,PFCN_MLP,ml1m,57,Yes,Age,0.234,0.243,0.314,3.017,0.967,0.988,0.266,0.206,0.05,0.216,0.004,0.004,0.023,-0.189,0.505,1891,1633,105012,3088003,1.158,0.034,55.533,64.306,0.624,0.544,0.12,0.04,0.281,0.274,0.234,0.141,1.933,5.185,3.587,1.113,-0.544,-0.352,22.0,78.0,56.0
452,FOCF,ml1m,57,Yes,Gender,0.234,0.246,0.313,2.438,0.966,0.99,0.234,0.152,0.132,0.102,0.014,0.014,0.053,-0.117,0.513,1891,1633,105012,3088003,1.158,0.034,55.533,64.306,0.624,0.544,0.12,0.04,0.281,0.274,0.234,0.141,1.933,5.185,3.587,1.113,-0.544,-0.352,22.0,78.0,56.0
453,FairGo_PMF,ml1m,57,Yes,Gender,0.036,0.044,0.05,3.169,0.882,0.129,0.368,0.292,0.158,0.21,0.012,0.012,0.022,-0.105,0.096,1891,1633,105012,3088003,1.158,0.034,55.533,64.306,0.624,0.544,0.12,0.04,0.281,0.274,0.234,0.141,1.933,5.185,3.587,1.113,-0.544,-0.352,22.0,78.0,56.0
454,NFCF,ml1m,57,Yes,Gender,0.1,0.124,0.122,2.874,0.956,0.403,0.274,0.236,0.028,0.247,0.014,0.014,0.061,-0.108,0.258,1891,1633,105012,3088003,1.158,0.034,55.533,64.306,0.624,0.544,0.12,0.04,0.281,0.274,0.234,0.141,1.933,5.185,3.587,1.113,-0.544,-0.352,22.0,78.0,56.0
455,PFCN_MLP,ml1m,57,Yes,Gender,0.222,0.232,0.297,2.715,0.967,0.991,0.248,0.19,0.046,0.202,0.007,0.007,0.032,-0.114,0.484,1891,1633,105012,3088003,1.158,0.034,55.533,64.306,0.624,0.544,0.12,0.04,0.281,0.274,0.234,0.141,1.933,5.185,3.587,1.113,-0.544,-0.352,22.0,78.0,56.0
456,FOCF,ml1m,58,Yes,Age,0.246,0.284,0.312,2.27,0.956,0.972,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.037,0.01,0.01,0.059,-0.199,0.515,1241,1183,51888,1468103,1.049,0.035,41.811,43.861,0.642,0.536,0.129,0.045,0.189,0.372,0.239,0.151,2.238,6.764,3.552,1.13,-0.554,-0.368,21.43,78.57,57.14
457,FairGo_PMF,ml1m,58,Yes,Age,0.041,0.051,0.053,3.268,0.859,0.122,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.143,0.005,0.005,0.023,-0.195,0.106,1241,1183,51888,1468103,1.049,0.035,41.811,43.861,0.642,0.536,0.129,0.045,0.189,0.372,0.239,0.151,2.238,6.764,3.552,1.13,-0.554,-0.368,21.43,78.57,57.14
458,NFCF,ml1m,58,Yes,Age,0.044,0.056,0.059,3.03,0.946,0.213,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.288,0.007,0.007,0.092,-0.193,0.115,1241,1183,51888,1468103,1.049,0.035,41.811,43.861,0.642,0.536,0.129,0.045,0.189,0.372,0.239,0.151,2.238,6.764,3.552,1.13,-0.554,-0.368,21.43,78.57,57.14
459,PFCN_MLP,ml1m,58,Yes,Age,0.208,0.242,0.272,2.852,0.956,0.943,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.185,0.01,0.01,0.048,-0.194,0.461,1241,1183,51888,1468103,1.049,0.035,41.811,43.861,0.642,0.536,0.129,0.045,0.189,0.372,0.239,0.151,2.238,6.764,3.552,1.13,-0.554,-0.368,21.43,78.57,57.14
460,FOCF,ml1m,58,Yes,Gender,0.25,0.282,0.324,2.278,0.956,0.967,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.041,0.0,0.0,0.029,-0.133,0.521,1241,1183,51888,1468103,1.049,0.035,41.811,43.861,0.642,0.536,0.129,0.045,0.189,0.372,0.239,0.151,2.238,6.764,3.552,1.13,-0.554,-0.368,21.43,78.57,57.14
461,FairGo_PMF,ml1m,58,Yes,Gender,0.045,0.059,0.056,3.046,0.86,0.118,0.4022631578947368,0.332421052631579,0.18089473684210525,0.135,0.0,0.0,0.015,-0.133,0.115,1241,1183,51888,1468103,1.049,0.035,41.811,43.861,0.642,0.536,0.129,0.045,0.189,0.372,0.239,0.151,2.238,6.764,3.552,1.13,-0.554,-0.368,21.43,78.57,57.14
462,NFCF,ml1m,58,Yes,Gender,0.068,0.099,0.075,2.993,0.949,0.255,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.261,0.017,0.017,0.058,-0.128,0.173,1241,1183,51888,1468103,1.049,0.035,41.811,43.861,0.642,0.536,0.129,0.045,0.189,0.372,0.239,0.151,2.238,6.764,3.552,1.13,-0.554,-0.368,21.43,78.57,57.14
463,PFCN_MLP,ml1m,58,Yes,Gender,0.231,0.264,0.29,2.855,0.956,0.943,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.195,0.001,0.001,0.019,-0.133,0.487,1241,1183,51888,1468103,1.049,0.035,41.811,43.861,0.642,0.536,0.129,0.045,0.189,0.372,0.239,0.151,2.238,6.764,3.552,1.13,-0.554,-0.368,21.43,78.57,57.14
464,FOCF,ml1m,59,Yes,Age,0.316,0.422,0.318,2.741,0.916,0.841,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.056,0.006,0.006,0.035,-0.224,0.517,1114,578,19954,643892,1.927,0.031,17.912,34.522,0.653,0.53,0.131,0.062,0.563,1.438,0.279,0.183,1.767,3.848,3.56,1.114,-0.52,-0.394,21.63,78.37,56.74
465,FairGo_PMF,ml1m,59,Yes,Age,0.04,0.059,0.039,2.816,0.804,0.076,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.091,0.017,0.017,0.04,-0.21,0.079,1114,578,19954,643892,1.927,0.031,17.912,34.522,0.653,0.53,0.131,0.062,0.563,1.438,0.279,0.183,1.767,3.848,3.56,1.114,-0.52,-0.394,21.63,78.37,56.74
466,NFCF,ml1m,59,Yes,Age,0.145,0.206,0.14,3.227,0.931,0.394,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.178,0.008,0.008,0.074,-0.219,0.249,1114,578,19954,643892,1.927,0.031,17.912,34.522,0.653,0.53,0.131,0.062,0.563,1.438,0.279,0.183,1.767,3.848,3.56,1.114,-0.52,-0.394,21.63,78.37,56.74
467,PFCN_MLP,ml1m,59,Yes,Age,0.047,0.077,0.04,2.959,0.95,0.107,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.099,0.0,0.0,0.0,-0.222,0.087,1114,578,19954,643892,1.927,0.031,17.912,34.522,0.653,0.53,0.131,0.062,0.563,1.438,0.279,0.183,1.767,3.848,3.56,1.114,-0.52,-0.394,21.63,78.37,56.74
468,FOCF,ml1m,59,Yes,Gender,0.323,0.424,0.331,2.23,0.915,0.843,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.047,0.015,0.015,0.067,-0.084,0.532,1114,578,19954,643892,1.927,0.031,17.912,34.522,0.653,0.53,0.131,0.062,0.563,1.438,0.279,0.183,1.767,3.848,3.56,1.114,-0.52,-0.394,21.63,78.37,56.74
469,FairGo_PMF,ml1m,59,Yes,Gender,0.027,0.039,0.026,2.677,0.804,0.083,0.4022631578947368,0.332421052631579,0.18089473684210525,0.098,0.004,0.004,0.02,-0.076,0.053,1114,578,19954,643892,1.927,0.031,17.912,34.522,0.653,0.53,0.131,0.062,0.563,1.438,0.279,0.183,1.767,3.848,3.56,1.114,-0.52,-0.394,21.63,78.37,56.74
470,NFCF,ml1m,59,Yes,Gender,0.138,0.21,0.129,2.684,0.925,0.402,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.205,0.011,0.011,0.062,-0.075,0.258,1114,578,19954,643892,1.927,0.031,17.912,34.522,0.653,0.53,0.131,0.062,0.563,1.438,0.279,0.183,1.767,3.848,3.56,1.114,-0.52,-0.394,21.63,78.37,56.74
471,PFCN_MLP,ml1m,59,Yes,Gender,0.046,0.076,0.039,2.459,0.949,0.114,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.11,0.0,0.0,0.0,-0.078,0.087,1114,578,19954,643892,1.927,0.031,17.912,34.522,0.653,0.53,0.131,0.062,0.563,1.438,0.279,0.183,1.767,3.848,3.56,1.114,-0.52,-0.394,21.63,78.37,56.74
472,FOCF,ml1m,60,Yes,Age,0.214,0.213,0.305,3.363,0.967,0.977,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.138,0.031,0.031,0.094,-0.119,0.504,131,1172,7762,153532,0.112,0.051,59.252,6.623,0.566,0.501,0.148,0.048,0.28,0.315,0.224,0.141,2.63,9.51,3.609,1.137,-0.588,-0.354,25.19,74.81,49.62
473,FairGo_PMF,ml1m,60,Yes,Age,0.029,0.03,0.041,3.034,0.909,0.095,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.158,0.02,0.02,0.056,-0.143,0.076,131,1172,7762,153532,0.112,0.051,59.252,6.623,0.566,0.501,0.148,0.048,0.28,0.315,0.224,0.141,2.63,9.51,3.609,1.137,-0.588,-0.354,25.19,74.81,49.62
474,NFCF,ml1m,60,Yes,Age,0.055,0.057,0.081,4.204,0.961,0.369,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.335,0.026,0.026,0.128,-0.125,0.153,131,1172,7762,153532,0.112,0.051,59.252,6.623,0.566,0.501,0.148,0.048,0.28,0.315,0.224,0.141,2.63,9.51,3.609,1.137,-0.588,-0.354,25.19,74.81,49.62
475,PFCN_MLP,ml1m,60,Yes,Age,0.028,0.026,0.047,3.812,0.974,0.087,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.182,0.0,0.0,0.0,-0.131,0.069,131,1172,7762,153532,0.112,0.051,59.252,6.623,0.566,0.501,0.148,0.048,0.28,0.315,0.224,0.141,2.63,9.51,3.609,1.137,-0.588,-0.354,25.19,74.81,49.62
476,FOCF,ml1m,60,Yes,Gender,0.227,0.221,0.325,3.255,0.965,0.953,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.138,0.025,0.025,0.072,-0.043,0.504,131,1172,7762,153532,0.112,0.051,59.252,6.623,0.566,0.501,0.148,0.048,0.28,0.315,0.224,0.141,2.63,9.51,3.609,1.137,-0.588,-0.354,25.19,74.81,49.62
477,FairGo_PMF,ml1m,60,Yes,Gender,0.032,0.04,0.045,2.971,0.913,0.086,0.4022631578947368,0.332421052631579,0.18089473684210525,0.175,0.013,0.013,0.036,-0.055,0.084,131,1172,7762,153532,0.112,0.051,59.252,6.623,0.566,0.501,0.148,0.048,0.28,0.315,0.224,0.141,2.63,9.51,3.609,1.137,-0.588,-0.354,25.19,74.81,49.62
478,NFCF,ml1m,60,Yes,Gender,0.066,0.081,0.076,4.036,0.959,0.362,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.341,0.013,0.013,0.128,-0.047,0.153,131,1172,7762,153532,0.112,0.051,59.252,6.623,0.566,0.501,0.148,0.048,0.28,0.315,0.224,0.141,2.63,9.51,3.609,1.137,-0.588,-0.354,25.19,74.81,49.62
479,PFCN_MLP,ml1m,60,Yes,Gender,0.034,0.044,0.034,3.666,0.971,0.076,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.193,0.0,0.0,0.0,-0.05,0.084,131,1172,7762,153532,0.112,0.051,59.252,6.623,0.566,0.501,0.148,0.048,0.28,0.315,0.224,0.141,2.63,9.51,3.609,1.137,-0.588,-0.354,25.19,74.81,49.62
480,FOCF,ml1m,61,Yes,Age,0.269,0.352,0.284,2.23,0.929,0.881,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.038,0.021,0.021,0.067,-0.171,0.482,1557,640,33777,996480,2.433,0.034,21.694,52.777,0.626,0.533,0.116,0.049,0.339,1.415,0.264,0.176,2.024,5.011,3.582,1.117,-0.553,-0.35,22.35,77.65,55.3
481,FairGo_PMF,ml1m,61,Yes,Age,0.032,0.046,0.034,2.854,0.801,0.09,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.088,0.001,0.001,0.015,-0.161,0.066,1557,640,33777,996480,2.433,0.034,21.694,52.777,0.626,0.533,0.116,0.049,0.339,1.415,0.264,0.176,2.024,5.011,3.582,1.117,-0.553,-0.35,22.35,77.65,55.3
482,NFCF,ml1m,61,Yes,Age,0.12,0.163,0.128,2.699,0.927,0.394,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.153,0.009,0.009,0.05,-0.163,0.228,1557,640,33777,996480,2.433,0.034,21.694,52.777,0.626,0.533,0.116,0.049,0.339,1.415,0.264,0.176,2.024,5.011,3.582,1.117,-0.553,-0.35,22.35,77.65,55.3
483,PFCN_MLP,ml1m,61,Yes,Age,0.221,0.302,0.229,2.549,0.943,0.977,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.121,0.016,0.016,0.052,-0.165,0.419,1557,640,33777,996480,2.433,0.034,21.694,52.777,0.626,0.533,0.116,0.049,0.339,1.415,0.264,0.176,2.024,5.011,3.582,1.117,-0.553,-0.35,22.35,77.65,55.3
484,FOCF,ml1m,61,Yes,Gender,0.264,0.348,0.278,2.053,0.931,0.883,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.046,0.013,0.013,0.054,-0.087,0.47,1557,640,33777,996480,2.433,0.034,21.694,52.777,0.626,0.533,0.116,0.049,0.339,1.415,0.264,0.176,2.024,5.011,3.582,1.117,-0.553,-0.35,22.35,77.65,55.3
485,FairGo_PMF,ml1m,61,Yes,Gender,0.03,0.043,0.033,2.453,0.808,0.091,0.4022631578947368,0.332421052631579,0.18089473684210525,0.099,0.023,0.023,0.041,-0.081,0.066,1557,640,33777,996480,2.433,0.034,21.694,52.777,0.626,0.533,0.116,0.049,0.339,1.415,0.264,0.176,2.024,5.011,3.582,1.117,-0.553,-0.35,22.35,77.65,55.3
486,NFCF,ml1m,61,Yes,Gender,0.122,0.168,0.128,2.483,0.928,0.418,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.181,0.007,0.007,0.038,-0.091,0.238,1557,640,33777,996480,2.433,0.034,21.694,52.777,0.626,0.533,0.116,0.049,0.339,1.415,0.264,0.176,2.024,5.011,3.582,1.117,-0.553,-0.35,22.35,77.65,55.3
487,PFCN_MLP,ml1m,61,Yes,Gender,0.224,0.307,0.234,2.337,0.945,0.977,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.121,0.01,0.01,0.049,-0.09,0.423,1557,640,33777,996480,2.433,0.034,21.694,52.777,0.626,0.533,0.116,0.049,0.339,1.415,0.264,0.176,2.024,5.011,3.582,1.117,-0.553,-0.35,22.35,77.65,55.3
