,Model Name,Dataset,Subset ID,Is Filtered,Sensitive Feature,ndcg@5,recall@5,mrr@5,Differential Fairness of sensitive attribute,giniindex@5,popularitypercentage@5,Value Unfairness of sensitive attribute,Absolute Unfairness of sensitive attribute,Underestimation Unfairness of sensitive attribute,Overestimation Unfairness of sensitive attribute,NonParity Unfairness of sensitive attribute,Absolute Difference,KS Statistic of sensitive attribute,Generalized Cross Entropy,hit@5,Number of Users,Number of Items,Number of Ratings,Space Size,Shape,Density,Rating per User,Rating per Item,Gini Item,Gini User,Average Popularity,Standart Deviation of Popularity Bias,Skewness of Popularity Bias,Kurtosis of Popularity Bias,Average Long Tail Items,Standart Deviation of Long Tail Items,Skewness of Long Tail Items,Kurtosis of Long Tail Items,Mean Rating,Standart Deviation of Rating,Skewness of Rating,Kurtosis of Rating,Sensitive Attribute == 0 Percentage,Sensitive Attribute == 1 Percentage,Difference between Sensitive Attribute Percentage
71,PFCN_MLP,ml1m,9,Yes,Gender,0.045,0.076,0.037,3.384,0.953,0.076,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.131,0.0,0.0,0.0,-0.113,0.084,413,701,8465,289513,0.589,0.029,20.496,12.076,0.603,0.517,0.113,0.054,0.933,2.102,0.252,0.157,2.095,6.172,3.635,1.113,-0.611,-0.265,21.79,78.21,56.42
72,FOCF,ml1m,10,Yes,Age,0.286,0.348,0.327,3.453,0.931,0.836,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.066,0.072,0.072,0.175,-0.289,0.518,737,971,23023,715627,0.759,0.032,31.239,23.711,0.606,0.546,0.111,0.046,0.243,0.162,0.251,0.166,1.699,3.481,3.551,1.131,-0.54,-0.388,21.57,78.43,56.86
73,FairGo_PMF,ml1m,10,Yes,Age,0.027,0.039,0.031,3.344,0.84,0.108,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.136,0.043,0.043,0.061,-0.283,0.066,737,971,23023,715627,0.759,0.032,31.239,23.711,0.606,0.546,0.111,0.046,0.243,0.162,0.251,0.166,1.699,3.481,3.551,1.131,-0.54,-0.388,21.57,78.43,56.86
74,NFCF,ml1m,10,Yes,Age,0.075,0.106,0.079,3.958,0.938,0.403,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.264,0.023,0.023,0.115,-0.258,0.16,737,971,23023,715627,0.759,0.032,31.239,23.711,0.606,0.546,0.111,0.046,0.243,0.162,0.251,0.166,1.699,3.481,3.551,1.131,-0.54,-0.388,21.57,78.43,56.86
75,PFCN_MLP,ml1m,10,Yes,Age,0.213,0.271,0.248,3.754,0.95,0.898,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.183,0.002,0.002,0.04,-0.251,0.428,737,971,23023,715627,0.759,0.032,31.239,23.711,0.606,0.546,0.111,0.046,0.243,0.162,0.251,0.166,1.699,3.481,3.551,1.131,-0.54,-0.388,21.57,78.43,56.86
76,FOCF,ml1m,10,Yes,Gender,0.276,0.337,0.324,2.837,0.932,0.864,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.05,0.016,0.016,0.084,-0.184,0.527,737,971,23023,715627,0.759,0.032,31.239,23.711,0.606,0.546,0.111,0.046,0.243,0.162,0.251,0.166,1.699,3.481,3.551,1.131,-0.54,-0.388,21.57,78.43,56.86
77,FairGo_PMF,ml1m,10,Yes,Gender,0.026,0.033,0.037,3.245,0.84,0.104,0.4022631578947368,0.332421052631579,0.18089473684210525,0.135,0.006,0.006,0.023,-0.17,0.066,737,971,23023,715627,0.759,0.032,31.239,23.711,0.606,0.546,0.111,0.046,0.243,0.162,0.251,0.166,1.699,3.481,3.551,1.131,-0.54,-0.388,21.57,78.43,56.86
78,NFCF,ml1m,10,Yes,Gender,0.09,0.12,0.105,3.488,0.934,0.39,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.297,0.01,0.01,0.052,-0.177,0.198,737,971,23023,715627,0.759,0.032,31.239,23.711,0.606,0.546,0.111,0.046,0.243,0.162,0.251,0.166,1.699,3.481,3.551,1.131,-0.54,-0.388,21.57,78.43,56.86
79,PFCN_MLP,ml1m,10,Yes,Gender,0.212,0.255,0.254,3.327,0.951,0.926,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.196,0.014,0.014,0.071,-0.179,0.418,737,971,23023,715627,0.759,0.032,31.239,23.711,0.606,0.546,0.111,0.046,0.243,0.162,0.251,0.166,1.699,3.481,3.551,1.131,-0.54,-0.388,21.57,78.43,56.86
80,FOCF,ml1m,11,Yes,Age,0.311,0.35,0.376,3.145,0.955,0.964,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.07,0.011,0.011,0.05,-0.24,0.579,630,1090,24023,686700,0.578,0.035,38.132,22.039,0.657,0.534,0.144,0.057,-0.029,0.402,0.231,0.13,2.083,6.546,3.52,1.144,-0.519,-0.451,21.9,78.1,56.2
81,FairGo_PMF,ml1m,11,Yes,Age,0.031,0.043,0.035,3.222,0.864,0.105,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.143,0.028,0.028,0.04,-0.254,0.07,630,1090,24023,686700,0.578,0.035,38.132,22.039,0.657,0.534,0.144,0.057,-0.029,0.402,0.231,0.13,2.083,6.546,3.52,1.144,-0.519,-0.451,21.9,78.1,56.2
82,NFCF,ml1m,11,Yes,Age,0.14,0.177,0.178,3.797,0.943,0.443,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.238,0.009,0.009,0.086,-0.237,0.31,630,1090,24023,686700,0.578,0.035,38.132,22.039,0.657,0.534,0.144,0.057,-0.029,0.402,0.231,0.13,2.083,6.546,3.52,1.144,-0.519,-0.451,21.9,78.1,56.2
83,PFCN_MLP,ml1m,11,Yes,Age,0.286,0.329,0.346,3.611,0.956,0.961,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.16,0.001,0.001,0.034,-0.234,0.55,630,1090,24023,686700,0.578,0.035,38.132,22.039,0.657,0.534,0.144,0.057,-0.029,0.402,0.231,0.13,2.083,6.546,3.52,1.144,-0.519,-0.451,21.9,78.1,56.2
84,FOCF,ml1m,11,Yes,Gender,0.29,0.323,0.366,2.652,0.952,0.944,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.06,0.005,0.005,0.053,-0.098,0.558,630,1090,24023,686700,0.578,0.035,38.132,22.039,0.657,0.534,0.144,0.057,-0.029,0.402,0.231,0.13,2.083,6.546,3.52,1.144,-0.519,-0.451,21.9,78.1,56.2
85,FairGo_PMF,ml1m,11,Yes,Gender,0.021,0.03,0.023,2.974,0.861,0.097,0.4022631578947368,0.332421052631579,0.18089473684210525,0.157,0.017,0.017,0.029,-0.087,0.05,630,1090,24023,686700,0.578,0.035,38.132,22.039,0.657,0.534,0.144,0.057,-0.029,0.402,0.231,0.13,2.083,6.546,3.52,1.144,-0.519,-0.451,21.9,78.1,56.2
86,NFCF,ml1m,11,Yes,Gender,0.119,0.149,0.151,3.297,0.933,0.405,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.255,0.012,0.012,0.054,-0.099,0.272,630,1090,24023,686700,0.578,0.035,38.132,22.039,0.657,0.534,0.144,0.057,-0.029,0.402,0.231,0.13,2.083,6.546,3.52,1.144,-0.519,-0.451,21.9,78.1,56.2
87,PFCN_MLP,ml1m,11,Yes,Gender,0.086,0.088,0.126,3.099,0.957,0.414,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.16,0.001,0.001,0.042,-0.096,0.205,630,1090,24023,686700,0.578,0.035,38.132,22.039,0.657,0.534,0.144,0.057,-0.029,0.402,0.231,0.13,2.083,6.546,3.52,1.144,-0.519,-0.451,21.9,78.1,56.2
88,FOCF,ml1m,12,Yes,Age,0.273,0.356,0.29,2.322,0.909,0.795,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.033,0.02,0.02,0.095,-0.264,0.46,1320,480,23051,633600,2.75,0.036,17.463,48.023,0.645,0.528,0.132,0.064,0.426,1.076,0.28,0.195,2.109,4.783,3.563,1.127,-0.551,-0.375,22.5,77.5,55.0
89,FairGo_PMF,ml1m,12,Yes,Age,0.03,0.045,0.029,2.742,0.794,0.043,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.056,0.014,0.014,0.038,-0.243,0.058,1320,480,23051,633600,2.75,0.036,17.463,48.023,0.645,0.528,0.132,0.064,0.426,1.076,0.28,0.195,2.109,4.783,3.563,1.127,-0.551,-0.375,22.5,77.5,55.0
90,NFCF,ml1m,12,Yes,Age,0.172,0.221,0.188,2.819,0.92,0.471,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.153,0.018,0.018,0.092,-0.259,0.297,1320,480,23051,633600,2.75,0.036,17.463,48.023,0.645,0.528,0.132,0.064,0.426,1.076,0.28,0.195,2.109,4.783,3.563,1.127,-0.551,-0.375,22.5,77.5,55.0
91,PFCN_MLP,ml1m,12,Yes,Age,0.252,0.34,0.261,2.633,0.939,0.964,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.114,0.012,0.012,0.073,-0.257,0.443,1320,480,23051,633600,2.75,0.036,17.463,48.023,0.645,0.528,0.132,0.064,0.426,1.076,0.28,0.195,2.109,4.783,3.563,1.127,-0.551,-0.375,22.5,77.5,55.0
92,FOCF,ml1m,12,Yes,Gender,0.307,0.402,0.32,2.096,0.911,0.758,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.042,0.009,0.009,0.063,-0.118,0.509,1320,480,23051,633600,2.75,0.036,17.463,48.023,0.645,0.528,0.132,0.064,0.426,1.076,0.28,0.195,2.109,4.783,3.563,1.127,-0.551,-0.375,22.5,77.5,55.0
93,FairGo_PMF,ml1m,12,Yes,Gender,0.025,0.038,0.024,2.666,0.798,0.033,0.4022631578947368,0.332421052631579,0.18089473684210525,0.082,0.016,0.016,0.027,-0.123,0.049,1320,480,23051,633600,2.75,0.036,17.463,48.023,0.645,0.528,0.132,0.064,0.426,1.076,0.28,0.195,2.109,4.783,3.563,1.127,-0.551,-0.375,22.5,77.5,55.0
94,NFCF,ml1m,12,Yes,Gender,0.16,0.2,0.177,2.407,0.931,0.448,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.163,0.01,0.01,0.06,-0.117,0.268,1320,480,23051,633600,2.75,0.036,17.463,48.023,0.645,0.528,0.132,0.064,0.426,1.076,0.28,0.195,2.109,4.783,3.563,1.127,-0.551,-0.375,22.5,77.5,55.0
95,PFCN_MLP,ml1m,12,Yes,Gender,0.042,0.06,0.049,2.208,0.947,0.089,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.116,0.0,0.0,0.0,-0.114,0.09,1320,480,23051,633600,2.75,0.036,17.463,48.023,0.645,0.528,0.132,0.064,0.426,1.076,0.28,0.195,2.109,4.783,3.563,1.127,-0.551,-0.375,22.5,77.5,55.0
96,FOCF,ml1m,13,Yes,Age,0.279,0.393,0.273,2.134,0.896,0.74,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.04,0.032,0.032,0.1,-0.246,0.476,1715,431,25310,739165,3.979,0.034,14.758,58.724,0.647,0.531,0.112,0.046,-0.006,0.265,0.286,0.208,2.025,4.191,3.617,1.08,-0.563,-0.254,20.17,79.83,59.66
97,FairGo_PMF,ml1m,13,Yes,Age,0.029,0.042,0.028,2.489,0.778,0.057,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.078,0.021,0.021,0.046,-0.246,0.054,1715,431,25310,739165,3.979,0.034,14.758,58.724,0.647,0.531,0.112,0.046,-0.006,0.265,0.286,0.208,2.025,4.191,3.617,1.08,-0.563,-0.254,20.17,79.83,59.66
98,NFCF,ml1m,13,Yes,Age,0.079,0.118,0.077,2.457,0.927,0.243,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.142,0.002,0.002,0.059,-0.232,0.153,1715,431,25310,739165,3.979,0.034,14.758,58.724,0.647,0.531,0.112,0.046,-0.006,0.265,0.286,0.208,2.025,4.191,3.617,1.08,-0.563,-0.254,20.17,79.83,59.66
99,PFCN_MLP,ml1m,13,Yes,Age,0.225,0.318,0.225,2.266,0.937,0.973,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.095,0.03,0.03,0.113,-0.241,0.398,1715,431,25310,739165,3.979,0.034,14.758,58.724,0.647,0.531,0.112,0.046,-0.006,0.265,0.286,0.208,2.025,4.191,3.617,1.08,-0.563,-0.254,20.17,79.83,59.66
100,FOCF,ml1m,13,Yes,Gender,0.264,0.391,0.25,2.0,0.9,0.75,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.041,0.018,0.018,0.071,-0.118,0.474,1715,431,25310,739165,3.979,0.034,14.758,58.724,0.647,0.531,0.112,0.046,-0.006,0.265,0.286,0.208,2.025,4.191,3.617,1.08,-0.563,-0.254,20.17,79.83,59.66
101,FairGo_PMF,ml1m,13,Yes,Gender,0.027,0.042,0.025,2.425,0.774,0.059,0.4022631578947368,0.332421052631579,0.18089473684210525,0.074,0.007,0.007,0.028,-0.121,0.051,1715,431,25310,739165,3.979,0.034,14.758,58.724,0.647,0.531,0.112,0.046,-0.006,0.265,0.286,0.208,2.025,4.191,3.617,1.08,-0.563,-0.254,20.17,79.83,59.66
102,NFCF,ml1m,13,Yes,Gender,0.071,0.104,0.07,2.35,0.926,0.255,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.168,0.001,0.001,0.026,-0.125,0.133,1715,431,25310,739165,3.979,0.034,14.758,58.724,0.647,0.531,0.112,0.046,-0.006,0.265,0.286,0.208,2.025,4.191,3.617,1.08,-0.563,-0.254,20.17,79.83,59.66
103,PFCN_MLP,ml1m,13,Yes,Gender,0.054,0.088,0.047,2.118,0.945,0.087,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.079,0.0,0.0,0.0,-0.125,0.102,1715,431,25310,739165,3.979,0.034,14.758,58.724,0.647,0.531,0.112,0.046,-0.006,0.265,0.286,0.208,2.025,4.191,3.617,1.08,-0.563,-0.254,20.17,79.83,59.66
104,FOCF,ml1m,14,Yes,Age,0.288,0.353,0.325,2.297,0.927,0.85,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.041,0.004,0.004,0.035,-0.178,0.514,1483,694,36626,1029202,2.137,0.036,24.697,52.775,0.635,0.533,0.13,0.059,0.27,0.472,0.26,0.173,1.99,4.973,3.554,1.133,-0.526,-0.427,22.18,77.82,55.64
105,FairGo_PMF,ml1m,14,Yes,Age,0.02,0.032,0.021,2.73,0.812,0.065,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.093,0.008,0.008,0.021,-0.181,0.046,1483,694,36626,1029202,2.137,0.036,24.697,52.775,0.635,0.533,0.13,0.059,0.27,0.472,0.26,0.173,1.99,4.973,3.554,1.133,-0.526,-0.427,22.18,77.82,55.64
106,NFCF,ml1m,14,Yes,Age,0.159,0.187,0.19,2.847,0.934,0.471,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.191,0.009,0.009,0.056,-0.178,0.282,1483,694,36626,1029202,2.137,0.036,24.697,52.775,0.635,0.533,0.13,0.059,0.27,0.472,0.26,0.173,1.99,4.973,3.554,1.133,-0.526,-0.427,22.18,77.82,55.64
107,PFCN_MLP,ml1m,14,Yes,Age,0.249,0.31,0.28,2.671,0.949,0.98,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.135,0.006,0.006,0.029,-0.174,0.455,1483,694,36626,1029202,2.137,0.036,24.697,52.775,0.635,0.533,0.13,0.059,0.27,0.472,0.26,0.173,1.99,4.973,3.554,1.133,-0.526,-0.427,22.18,77.82,55.64
108,FOCF,ml1m,14,Yes,Gender,0.287,0.359,0.319,1.772,0.924,0.842,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.034,0.012,0.012,0.038,-0.068,0.508,1483,694,36626,1029202,2.137,0.036,24.697,52.775,0.635,0.533,0.13,0.059,0.27,0.472,0.26,0.173,1.99,4.973,3.554,1.133,-0.526,-0.427,22.18,77.82,55.64
109,FairGo_PMF,ml1m,14,Yes,Gender,0.025,0.036,0.024,2.696,0.822,0.069,0.4022631578947368,0.332421052631579,0.18089473684210525,0.099,0.007,0.007,0.015,-0.076,0.046,1483,694,36626,1029202,2.137,0.036,24.697,52.775,0.635,0.533,0.13,0.059,0.27,0.472,0.26,0.173,1.99,4.973,3.554,1.133,-0.526,-0.427,22.18,77.82,55.64
110,NFCF,ml1m,14,Yes,Gender,0.152,0.185,0.184,2.309,0.938,0.451,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.213,0.014,0.014,0.057,-0.07,0.277,1483,694,36626,1029202,2.137,0.036,24.697,52.775,0.635,0.533,0.13,0.059,0.27,0.472,0.26,0.173,1.99,4.973,3.554,1.133,-0.526,-0.427,22.18,77.82,55.64
111,PFCN_MLP,ml1m,14,Yes,Gender,0.249,0.31,0.281,2.163,0.947,0.973,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.131,0.002,0.002,0.027,-0.073,0.444,1483,694,36626,1029202,2.137,0.036,24.697,52.775,0.635,0.533,0.13,0.059,0.27,0.472,0.26,0.173,1.99,4.973,3.554,1.133,-0.526,-0.427,22.18,77.82,55.64
112,FOCF,ml1m,15,Yes,Age,0.327,0.392,0.374,2.705,0.935,0.86,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.077,0.02,0.02,0.074,-0.168,0.59,1042,906,32289,944052,1.15,0.034,30.988,35.639,0.637,0.519,0.137,0.059,0.315,0.307,0.25,0.144,1.848,5.386,3.596,1.131,-0.564,-0.384,22.84,77.16,54.32
113,FairGo_PMF,ml1m,15,Yes,Age,0.034,0.045,0.042,3.186,0.836,0.108,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.116,0.019,0.019,0.031,-0.147,0.082,1042,906,32289,944052,1.15,0.034,30.988,35.639,0.637,0.519,0.137,0.059,0.315,0.307,0.25,0.144,1.848,5.386,3.596,1.131,-0.564,-0.384,22.84,77.16,54.32
114,NFCF,ml1m,15,Yes,Age,0.126,0.171,0.144,3.16,0.934,0.496,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.24,0.014,0.014,0.081,-0.163,0.273,1042,906,32289,944052,1.15,0.034,30.988,35.639,0.637,0.519,0.137,0.059,0.315,0.307,0.25,0.144,1.848,5.386,3.596,1.131,-0.564,-0.384,22.84,77.16,54.32
115,PFCN_MLP,ml1m,15,Yes,Age,0.273,0.325,0.319,2.995,0.951,0.948,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.163,0.015,0.015,0.06,-0.164,0.5,1042,906,32289,944052,1.15,0.034,30.988,35.639,0.637,0.519,0.137,0.059,0.315,0.307,0.25,0.144,1.848,5.386,3.596,1.131,-0.564,-0.384,22.84,77.16,54.32
116,FOCF,ml1m,15,Yes,Gender,0.319,0.375,0.373,2.476,0.941,0.888,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.081,0.005,0.005,0.036,-0.1,0.582,1042,906,32289,944052,1.15,0.034,30.988,35.639,0.637,0.519,0.137,0.059,0.315,0.307,0.25,0.144,1.848,5.386,3.596,1.131,-0.564,-0.384,22.84,77.16,54.32
117,FairGo_PMF,ml1m,15,Yes,Gender,0.036,0.046,0.046,2.948,0.843,0.113,0.4022631578947368,0.332421052631579,0.18089473684210525,0.126,0.014,0.014,0.021,-0.105,0.086,1042,906,32289,944052,1.15,0.034,30.988,35.639,0.637,0.519,0.137,0.059,0.315,0.307,0.25,0.144,1.848,5.386,3.596,1.131,-0.564,-0.384,22.84,77.16,54.32
118,NFCF,ml1m,15,Yes,Gender,0.136,0.168,0.162,2.86,0.931,0.46,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.242,0.001,0.001,0.024,-0.098,0.268,1042,906,32289,944052,1.15,0.034,30.988,35.639,0.637,0.519,0.137,0.059,0.315,0.307,0.25,0.144,1.848,5.386,3.596,1.131,-0.564,-0.384,22.84,77.16,54.32
119,PFCN_MLP,ml1m,15,Yes,Gender,0.261,0.308,0.312,2.705,0.949,0.965,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.156,0.004,0.004,0.032,-0.099,0.498,1042,906,32289,944052,1.15,0.034,30.988,35.639,0.637,0.519,0.137,0.059,0.315,0.307,0.25,0.144,1.848,5.386,3.596,1.131,-0.564,-0.384,22.84,77.16,54.32
120,FOCF,ml1m,16,Yes,Age,0.218,0.202,0.318,2.976,0.969,0.974,0.264,0.189,0.167,0.097,0.019,0.019,0.069,-0.184,0.503,1013,1669,63090,1690697,0.607,0.037,62.28,37.801,0.639,0.517,0.142,0.047,0.321,-0.037,0.224,0.135,2.362,8.034,3.598,1.107,-0.568,-0.319,21.42,78.58,57.16
121,FairGo_PMF,ml1m,16,Yes,Age,0.036,0.037,0.055,3.49,0.897,0.169,0.418,0.348,0.181,0.237,0.01,0.01,0.017,-0.18,0.115,1013,1669,63090,1690697,0.607,0.037,62.28,37.801,0.639,0.517,0.142,0.047,0.321,-0.037,0.224,0.135,2.362,8.034,3.598,1.107,-0.568,-0.319,21.42,78.58,57.16
122,NFCF,ml1m,16,Yes,Age,0.08,0.101,0.104,3.581,0.96,0.433,0.385,0.328,0.044,0.341,0.032,0.032,0.119,-0.183,0.238,1013,1669,63090,1690697,0.607,0.037,62.28,37.801,0.639,0.517,0.142,0.047,0.321,-0.037,0.224,0.135,2.362,8.034,3.598,1.107,-0.568,-0.319,21.42,78.58,57.16
123,PFCN_MLP,ml1m,16,Yes,Age,0.24,0.219,0.342,3.416,0.97,0.984,0.311,0.241,0.061,0.25,0.01,0.01,0.036,-0.176,0.523,1013,1669,63090,1690697,0.607,0.037,62.28,37.801,0.639,0.517,0.142,0.047,0.321,-0.037,0.224,0.135,2.362,8.034,3.598,1.107,-0.568,-0.319,21.42,78.58,57.16
124,FOCF,ml1m,16,Yes,Gender,0.239,0.232,0.338,2.714,0.97,0.969,0.254,0.184,0.187,0.067,0.004,0.004,0.038,-0.144,0.538,1013,1669,63090,1690697,0.607,0.037,62.28,37.801,0.639,0.517,0.142,0.047,0.321,-0.037,0.224,0.135,2.362,8.034,3.598,1.107,-0.568,-0.319,21.42,78.58,57.16
125,FairGo_PMF,ml1m,16,Yes,Gender,0.034,0.041,0.049,3.254,0.896,0.172,0.414,0.345,0.179,0.235,0.005,0.005,0.019,-0.139,0.104,1013,1669,63090,1690697,0.607,0.037,62.28,37.801,0.639,0.517,0.142,0.047,0.321,-0.037,0.224,0.135,2.362,8.034,3.598,1.107,-0.568,-0.319,21.42,78.58,57.16
126,NFCF,ml1m,16,Yes,Gender,0.083,0.101,0.107,3.428,0.961,0.424,0.369,0.315,0.041,0.328,0.017,0.017,0.077,-0.137,0.233,1013,1669,63090,1690697,0.607,0.037,62.28,37.801,0.639,0.517,0.142,0.047,0.321,-0.037,0.224,0.135,2.362,8.034,3.598,1.107,-0.568,-0.319,21.42,78.58,57.16
127,PFCN_MLP,ml1m,16,Yes,Gender,0.061,0.066,0.094,3.204,0.972,0.285,0.305,0.227,0.11,0.195,0.0,0.0,0.0,-0.142,0.192,1013,1669,63090,1690697,0.607,0.037,62.28,37.801,0.639,0.517,0.142,0.047,0.321,-0.037,0.224,0.135,2.362,8.034,3.598,1.107,-0.568,-0.319,21.42,78.58,57.16
128,FOCF,ml1m,17,Yes,Age,0.281,0.324,0.339,2.55,0.956,0.982,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.062,0.022,0.022,0.071,-0.202,0.529,1956,1105,69459,2161380,1.77,0.032,35.511,62.859,0.65,0.535,0.131,0.049,0.485,1.873,0.24,0.146,1.856,4.626,3.601,1.12,-0.574,-0.342,21.52,78.48,56.96
129,FairGo_PMF,ml1m,17,Yes,Age,0.03,0.041,0.039,3.064,0.844,0.118,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.123,0.0,0.0,0.006,-0.191,0.079,1956,1105,69459,2161380,1.77,0.032,35.511,62.859,0.65,0.535,0.131,0.049,0.485,1.873,0.24,0.146,1.856,4.626,3.601,1.12,-0.574,-0.342,21.52,78.48,56.96
130,NFCF,ml1m,17,Yes,Age,0.107,0.134,0.128,3.002,0.949,0.326,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.247,0.002,0.002,0.023,-0.192,0.233,1956,1105,69459,2161380,1.77,0.032,35.511,62.859,0.65,0.535,0.131,0.049,0.485,1.873,0.24,0.146,1.856,4.626,3.601,1.12,-0.574,-0.342,21.52,78.48,56.96
131,PFCN_MLP,ml1m,17,Yes,Age,0.264,0.308,0.318,2.842,0.956,0.977,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.161,0.01,0.01,0.039,-0.194,0.508,1956,1105,69459,2161380,1.77,0.032,35.511,62.859,0.65,0.535,0.131,0.049,0.485,1.873,0.24,0.146,1.856,4.626,3.601,1.12,-0.574,-0.342,21.52,78.48,56.96
132,FOCF,ml1m,17,Yes,Gender,0.282,0.331,0.34,2.202,0.955,0.976,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.066,0.004,0.004,0.032,-0.1,0.549,1956,1105,69459,2161380,1.77,0.032,35.511,62.859,0.65,0.535,0.131,0.049,0.485,1.873,0.24,0.146,1.856,4.626,3.601,1.12,-0.574,-0.342,21.52,78.48,56.96
133,FairGo_PMF,ml1m,17,Yes,Gender,0.036,0.048,0.043,2.942,0.849,0.119,0.4022631578947368,0.332421052631579,0.18089473684210525,0.123,0.01,0.01,0.019,-0.108,0.082,1956,1105,69459,2161380,1.77,0.032,35.511,62.859,0.65,0.535,0.131,0.049,0.485,1.873,0.24,0.146,1.856,4.626,3.601,1.12,-0.574,-0.342,21.52,78.48,56.96
134,NFCF,ml1m,17,Yes,Gender,0.102,0.124,0.124,2.648,0.954,0.318,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.263,0.009,0.009,0.063,-0.1,0.216,1956,1105,69459,2161380,1.77,0.032,35.511,62.859,0.65,0.535,0.131,0.049,0.485,1.873,0.24,0.146,1.856,4.626,3.601,1.12,-0.574,-0.342,21.52,78.48,56.96
135,PFCN_MLP,ml1m,17,Yes,Gender,0.252,0.3,0.309,2.495,0.954,0.954,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.155,0.003,0.003,0.031,-0.103,0.503,1956,1105,69459,2161380,1.77,0.032,35.511,62.859,0.65,0.535,0.131,0.049,0.485,1.873,0.24,0.146,1.856,4.626,3.601,1.12,-0.574,-0.342,21.52,78.48,56.96
136,FOCF,ml1m,18,Yes,Age,0.287,0.34,0.342,2.929,0.941,0.899,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.058,0.021,0.021,0.101,-0.094,0.544,483,1040,16384,502320,0.464,0.033,33.921,15.754,0.613,0.522,0.117,0.046,0.113,-0.135,0.236,0.154,2.081,5.599,3.551,1.147,-0.556,-0.407,22.36,77.64,55.28
137,FairGo_PMF,ml1m,18,Yes,Age,0.029,0.04,0.032,2.987,0.857,0.14,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.146,0.009,0.009,0.035,-0.11,0.072,483,1040,16384,502320,0.464,0.033,33.921,15.754,0.613,0.522,0.117,0.046,0.113,-0.135,0.236,0.154,2.081,5.599,3.551,1.147,-0.556,-0.407,22.36,77.64,55.28
138,NFCF,ml1m,18,Yes,Age,0.066,0.094,0.071,3.67,0.926,0.421,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.266,0.014,0.014,0.067,-0.108,0.155,483,1040,16384,502320,0.464,0.033,33.921,15.754,0.613,0.522,0.117,0.046,0.113,-0.135,0.236,0.154,2.081,5.599,3.551,1.147,-0.556,-0.407,22.36,77.64,55.28
139,PFCN_MLP,ml1m,18,Yes,Age,0.055,0.07,0.065,3.368,0.961,0.155,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.166,0.0,0.0,0.0,-0.105,0.116,483,1040,16384,502320,0.464,0.033,33.921,15.754,0.613,0.522,0.117,0.046,0.113,-0.135,0.236,0.154,2.081,5.599,3.551,1.147,-0.556,-0.407,22.36,77.64,55.28
